species_slug,latitude,longitude,state,county,outcome,district_id_before,district_id_after,distance_km,notes
phyllodesma-americana,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,58.85,-125.35,BC,Northern Rockies,assigned-contained,,CA:5959,,
phyllodesma-americana,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,52.367,-126.067,BC,Central Coast,assigned-contained,,CA:5945,,
phyllodesma-americana,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
phyllodesma-americana,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
tolype-laricis,54.783,-127.166,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
arctia-plantaginis,57.033,-122.516,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
clostera-albosigma,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,54.417,-126.733,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
clostera-albosigma,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
clostera-albosigma,54.783,-127.166,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
clostera-strigosa,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
clostera-multnoma,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-apicalis,54.417,-126.133,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
clostera-apicalis,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
clostera-apicalis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-apicalis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-apicalis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-apicalis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
clostera-apicalis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
clostera-apicalis,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,57.083,-122.583,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.167,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
pheosia-californica,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
pheosia-californica,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
pheosia-californica,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
pheosia-californica,53.25,-132.016,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.306,
pheosia-californica,53.25,-132.016,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.306,
pheosia-californica,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
pheosia-californica,54.783,-127.166,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
pheosia-californica,52.367,-126.067,BC,Central Coast,assigned-contained,,CA:5945,,
pheosidea-elegans,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
pheosidea-elegans,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
pheosidea-elegans,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
pheosidea-elegans,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-manitou,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-manitou,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-manitou,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-manitou,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-manitou,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-manitou,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-manitou,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-torva,54.233,-125.75,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
notodonta-torva,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-torva,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-torva,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
notodonta-torva,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
gluphisia-septentrionis,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
gluphisia-septentrionis,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
gluphisia-septentrionis,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
gluphisia-septentrionis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
gluphisia-septentrionis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
gluphisia-septentrionis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
gluphisia-septentrionis,54.333,-129.3,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
gluphisia-septentrionis,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
gluphisia-septentrionis,54.6,-128.416,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
gluphisia-septentrionis,54.6,-128.416,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
gluphisia-septentrionis,54.6,-128.416,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
gluphisia-septentrionis,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
gluphisia-severa,54.417,-126.133,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
furcula-furcula,54.417,-126.733,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
furcula-scolopendrina,54.783,-127.166,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
furcula-modesta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
furcula-modesta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
furcula-modesta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
furcula-modesta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
furcula-modesta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
furcula-modesta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
furcula-modesta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
furcula-modesta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
furcula-modesta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
furcula-modesta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
nadata-gibbosa,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
nadata-gibbosa,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
nadata-gibbosa,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
nadata-gibbosa,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
nadata-gibbosa,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
nadata-gibbosa,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
nadata-gibbosa,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
nadata-gibbosa,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
nadata-gibbosa,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
nadata-gibbosa,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
nadata-gibbosa,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
nadata-gibbosa,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
nadata-gibbosa,52.367,-126.067,BC,Central Coast,assigned-contained,,CA:5945,,
schizura-unicornis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
schizura-unicornis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
schizura-unicornis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
schizura-unicornis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
schizura-unicornis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
schizura-unicornis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
oligocentria-semirufescens,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
oligocentria-pallida,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
oligocentria-pallida,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
hyalophora-gloveri,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
hyalophora-gloveri,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
hyalophora-euryalus,52.367,-126.067,BC,Central Coast,assigned-contained,,CA:5945,,
hyalophora-gloveri,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
antheraea-polyphemus,56.121,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
antheraea-polyphemus,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
antheraea-polyphemus,58.8,-122.716,BC,Northern Rockies,assigned-contained,,CA:5959,,
sphinx-vashti,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
sphinx-vashti,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
sphinx-vashti,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
sphinx-vashti,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,59.872,-127.405,BC,Northern Rockies,assigned-contained,,CA:5959,,
smerinthus-jamaicensis,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
smerinthus-jamaicensis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.029,-121.916,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,59.933,-128.5,BC,Stikine,assigned-contained,,CA:5957,,
smerinthus-jamaicensis,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-jamaicensis,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,57.083,-122.583,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.283,-120.733,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,54.417,-126.133,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
smerinthus-cerisyi,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
smerinthus-cerisyi,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,54.6,-128.416,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
smerinthus-cerisyi,59.933,-128.5,BC,Stikine,assigned-contained,,CA:5957,,
smerinthus-cerisyi,55.2,-129.083,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
smerinthus-cerisyi,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
smerinthus-cerisyi,52.367,-126.067,BC,Central Coast,assigned-contained,,CA:5945,,
smerinthus-cerisyi,58.65,-124.633,BC,Northern Rockies,assigned-contained,,CA:5959,,
smerinthus-cerisyi,54.517,-128.6,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
smerinthus-cerisyi,54.517,-128.6,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
paonias-excaecatus,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
paonias-excaecatus,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
paonias-excaecatus,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
paonias-excaecatus,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
paonias-excaecatus,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
paonias-excaecatus,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
paonias-excaecatus,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-thysbe,59.567,-133.699,BC,Stikine,assigned-contained,,CA:5957,,
hemaris-thysbe,59.55,-133.616,BC,Stikine,assigned-contained,,CA:5957,,
hemaris-thysbe,56.283,-120.733,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-thysbe,54.783,-127.166,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
hemaris-thysbe,56.133,-120.05,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-thysbe,56.133,-120.05,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-thysbe,58.8,-122.716,BC,Northern Rockies,assigned-contained,,CA:5959,,
hemaris-thysbe,58.8,-122.716,BC,Northern Rockies,assigned-contained,,CA:5959,,
hemaris-thysbe,59.467,-126.1,BC,Northern Rockies,assigned-contained,,CA:5959,,
hemaris-thysbe,59.983,-122.983,BC,Northern Rockies,assigned-contained,,CA:5959,,
hemaris-thysbe,57.033,-122.516,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-thysbe,59.267,-129.683,BC,Stikine,assigned-contained,,CA:5957,,
hemaris-thysbe,59.7,-126.467,BC,Northern Rockies,assigned-contained,,CA:5959,,
hemaris-thysbe,59.2,-123.317,BC,Northern Rockies,assigned-contained,,CA:5959,,
hemaris-thysbe,58.85,-125.233,BC,Northern Rockies,assigned-contained,,CA:5959,,
hemaris-thysbe,55.133,-121,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.217,-121.416,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.283,-121.233,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.283,-120.733,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.267,-120.733,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.267,-120.733,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.267,-120.733,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.133,-120.05,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.133,-120.05,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-diffinis,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-thetis,53.8,-126.5,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
hemaris-thetis,54.783,-127.166,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
hyles-gallii,59.567,-133.699,BC,Stikine,assigned-contained,,CA:5957,,
hyles-gallii,54.233,-125.75,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
hyles-gallii,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
hyles-gallii,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
hyles-gallii,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
hyles-gallii,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
hyles-gallii,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
hyles-lineata,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
hyles-lineata,52.917,-131.6,BC,Skeena-Queen Charlotte,unassigned,,,,
acronicta-innotata,58.167,-132.116,BC,Stikine,assigned-contained,,CA:5957,,
acronicta-fragilis,55.466,-127.815,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
acronicta-fragilis,55.465,-127.806,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
acronicta-fragilis,55.427,-127.803,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
raphia-frater,56.07,-120.03,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-lupini,57.046,-122.856,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-lupini,57.042,-122.856,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-vulpina,54.517,-128.6,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
acronicta-fragilis,48.933,-125.55,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.961,
acronicta-fragilis,48.933,-125.55,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.961,
acronicta-grisea,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-grisea,49.867,-125.133,BC,Okanagan-Similkameen,assigned-contained,,CA:5926,,
acronicta-grisea,56.116,-120.05,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-quadrata,56.116,-120.05,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-hasta,56.116,-120.05,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-innotata,56.116,-120.05,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
gynaephora-rossii,58.65,-124.633,BC,Northern Rockies,assigned-contained,,CA:5959,,
dasychira-vagans,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
dasychira-vagans,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
dasychira-vagans,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
dasychira-vagans,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
dasychira-vagans,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
dasychira-vagans,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
dasychira-vagans,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
